Win Num 1,Win Num 2,Win Num 3,Win Num 4,Win Num 5
9,10,35,44,58
10,18,50,53,58
18,24,31,47,60
8,27,30,37,39
9,16,23,31,58
4,5,6,11,48
2,3,22,45,46
25,27,30,41,56
3,5,11,16,55
24,39,40,43,46
20,23,27,38,40
4,5,8,55,56
2,9,18,35,41
9,35,48,53,58
11,13,44,47,51
6,23,36,42,50
40,45,47,55,58
13,26,39,44,47
8,11,25,45,48
14,20,31,32,34
19,25,42,52,55
13,31,36,45,59
16,25,45,48,55
17,25,34,38,49
17,33,40,53,60
3,11,17,44,53
1,5,13,37,38
7,36,39,47,51
15,19,23,38,39
14,22,27,35,57
12,16,34,45,57
5,22,24,45,57
2,27,37,46,57
7,32,34,42,51
1,23,28,39,40
3,17,30,40,45
2,14,16,21,59
14,19,30,31,43
12,15,32,58,60
8,9,16,33,38
18,23,27,37,52
5,29,36,38,59
13,24,35,49,50
17,19,35,57,58
6,25,43,55,56
8,13,34,46,60
5,11,19,23,33
8,14,19,27,28
2,39,42,47,50
5,13,19,20,29
4,33,39,51,58
1,13,15,28,52
22,23,45,54,55
20,33,34,40,59
20,32,33,42,52
1,3,29,34,39
4,26,46,53,58
1,6,24,36,58
22,34,38,42,50
15,19,29,37,58
6,10,30,35,60
19,36,42,54,59
1,19,36,43,53
30,33,52,53,60
5,11,31,42,49
5,26,38,46,58
5,21,24,36,46
6,22,29,51,52
2,22,26,34,48
12,14,24,42,53
14,15,19,30,38
14,16,17,40,47
19,39,43,49,51
17,27,31,43,51
2,4,5,16,22
13,33,46,47,49
1,11,24,37,54
20,24,30,41,53
17,21,22,28,44
11,25,28,34,37
20,22,24,37,39
1,2,13,26,43
2,3,14,20,26
18,20,22,43,59
5,10,35,42,56
9,12,24,32,40
3,28,36,46,53
19,20,25,55,57
20,21,25,30,41
6,16,31,46,50
18,22,29,37,40
14,27,36,41,53
2,7,14,21,25
9,11,14,21,35
13,34,43,48,52
2,21,31,45,59
13,15,24,25,54
4,40,42,54,58
4,14,16,17,52
27,36,40,46,53
16,21,27,56,58
6,40,48,50,52
4,42,44,51,54
32,36,41,58,60
17,21,27,30,54
29,31,39,48,59
7,30,45,47,54
10,28,31,32,58
7,10,11,15,50
17,37,40,42,45
8,13,39,55,59
12,13,15,26,55
11,15,44,50,51
12,21,23,37,56
9,13,43,53,55
6,21,31,36,59
4,34,38,39,44
7,15,16,18,60
9,19,27,45,55
7,14,25,47,49
10,11,13,26,29
5,9,14,34,58
7,10,13,41,60
4,24,29,32,50
5,6,12,26,40
26,45,49,51,52
5,19,49,54,60
12,21,25,46,50
35,46,47,49,56
2,5,8,21,55
3,15,38,42,48
12,18,26,42,58
8,17,24,44,48
10,40,44,46,60
5,23,42,56,57
1,2,27,29,30
3,28,55,56,58
3,14,16,33,52
3,7,14,26,39
16,21,43,49,53
13,24,31,42,53
18,20,43,53,60
8,21,30,35,55
21,25,45,46,54
4,24,36,47,49
4,22,25,28,38
14,37,38,54,59
18,31,38,52,53
2,4,34,38,60
15,16,26,27,46
28,34,44,53,56
3,13,28,42,59
14,27,40,57,59
5,33,37,41,50
2,8,16,37,45
28,33,48,53,55
10,11,22,25,29
14,23,24,26,39
8,16,31,43,55
7,14,33,46,48
1,8,9,12,14
12,31,35,53,57
20,26,30,44,50
15,23,46,55,57
6,9,41,45,47
2,3,13,54,57
4,6,52,55,59
17,28,31,41,43
8,22,23,35,51
8,21,22,34,53
15,23,29,39,54
3,4,14,53,60
30,37,40,54,59
1,12,34,45,48
2,13,29,45,50
1,8,34,36,48
8,19,44,47,50
17,40,41,53,60
30,38,47,57,59
4,6,10,20,26
12,18,22,32,47
5,26,48,50,54
23,24,30,41,49
19,41,49,58,60
41,47,51,58,60
2,38,43,47,55
2,8,10,12,42
8,21,25,34,59
7,10,33,41,59
7,22,26,30,40
8,11,39,46,47
3,9,33,57,58
9,12,27,49,50
9,11,23,32,39
2,6,14,34,36
24,33,47,49,52
25,34,35,56,58
1,27,33,37,42
12,40,54,55,60
9,22,23,51,55
8,24,27,49,59
39,43,46,47,52
13,20,48,49,51
9,33,49,50,59
12,13,16,20,42
1,7,24,53,56
7,8,22,33,38
7,17,23,50,59
4,18,25,46,59
15,42,51,52,59
8,17,27,31,44
8,15,40,50,56
1,4,11,28,43
11,13,42,55,57
8,12,25,41,58
1,6,20,36,51
13,20,32,44,57
22,25,43,48,59
14,16,20,26,34
2,10,40,52,56
13,48,49,50,60
3,46,49,55,60
2,36,37,44,52
9,21,34,44,48
21,34,36,38,45
9,27,29,33,51
6,9,20,31,34
11,15,25,39,43
15,17,23,35,39
3,12,19,34,49
5,10,19,22,43
8,26,37,38,57
8,14,42,45,58
28,31,37,47,58
7,20,25,42,45
14,30,34,40,48
1,5,11,21,33
2,10,15,22,29
8,28,35,46,57
6,10,18,41,50
5,22,23,44,59
4,6,7,17,46
4,30,44,52,55
26,27,32,47,55
7,20,22,30,46
3,36,38,42,51
25,26,39,42,56
7,10,19,21,54
1,15,19,26,49
4,7,25,41,53
1,7,15,16,51
25,30,33,39,49
11,25,26,41,45
16,32,38,39,48
14,24,29,47,56
6,7,31,38,41
20,24,31,39,60
16,23,29,59,60
11,20,36,40,46
3,21,36,44,50
2,13,42,47,48
6,14,19,45,53
6,20,21,26,57
13,16,42,57,58
7,27,34,42,50
24,26,50,51,58
9,25,43,44,52
15,26,45,49,53
2,7,13,20,52
23,29,56,58,59
5,9,27,33,57
12,21,45,51,57
10,11,17,42,58
4,22,38,48,58
31,33,39,48,53
2,19,25,26,60
9,16,51,57,59
13,23,37,57,60
2,21,30,48,58
5,14,48,51,57
6,20,21,34,49
7,15,33,42,53
10,27,29,51,59
1,18,23,39,55
5,19,20,23,38
16,23,27,29,57
1,2,24,31,51
2,5,14,40,48
9,19,31,39,54
2,15,26,50,54
2,21,27,39,49
17,34,36,56,60
10,11,20,28,36
8,12,25,43,55
1,13,17,57,60
2,14,39,47,59
21,48,49,54,55
27,36,39,48,50
6,23,34,48,52
14,23,27,32,51
21,31,37,42,60
9,24,27,31,55
14,21,25,33,44
2,3,25,43,57
8,18,42,48,56
2,21,32,42,54
8,41,45,50,54
16,18,37,48,54
1,10,28,44,45
1,4,43,48,60
3,6,10,26,40
13,24,31,43,50
10,22,47,57,60
6,13,35,43,53
1,8,11,31,57
4,10,30,46,52
23,44,47,50,57
1,3,26,44,59
16,33,46,53,58
6,14,23,32,33
5,18,27,34,54
12,25,30,42,52
9,15,32,40,42
15,38,44,54,55
13,14,29,53,55
11,12,37,40,48
15,30,34,42,49
4,8,17,36,39
18,22,40,42,56
6,7,14,39,43
13,16,26,27,51
15,17,32,42,59
5,9,27,35,46
25,41,54,56,58
14,16,30,59,60
11,23,24,29,45
15,25,47,53,56
20,29,30,48,59
11,39,42,53,55
15,17,42,44,53
2,21,29,30,32
7,18,24,32,35
6,15,45,48,53
9,23,27,46,49
32,44,46,54,59
6,21,32,55,59
14,23,27,32,48
3,25,37,55,59
7,9,22,58,60
14,26,31,37,41
18,24,25,43,52
26,28,43,53,56
18,22,38,43,56
9,17,19,34,37
6,21,34,37,42
12,20,27,32,33
18,19,25,33,41
2,22,25,28,44
2,3,4,14,26
2,4,5,6,58
2,13,33,44,52
6,19,23,43,53
14,25,30,44,54
4,9,12,41,53
7,33,34,40,45
1,33,48,52,55
5,22,40,48,57
31,35,38,49,56
2,3,35,42,58
12,36,42,43,59
7,26,31,37,44
4,12,20,45,53
4,16,48,58,59
4,21,46,56,59
9,12,19,36,54
11,18,41,44,58
18,23,24,58,59
20,24,40,48,59
4,29,48,54,58
18,21,24,33,44
6,10,25,35,50
10,14,16,40,58
11,32,36,42,57
22,28,32,49,55
25,36,50,59,60
21,29,34,36,41
5,25,26,34,52
24,33,46,51,54
7,14,17,34,56
5,14,21,31,50
4,21,42,55,58
5,18,21,50,52
10,25,26,29,47
12,25,41,57,58
5,8,11,14,29
10,24,40,44,56
11,15,42,43,60
2,15,25,43,49
13,40,44,48,49
22,24,27,29,42
17,25,26,51,58
1,6,11,28,33
6,27,28,39,49
10,18,33,37,40
1,32,37,53,56
7,10,24,29,51
6,34,36,53,56
10,23,35,39,59
13,14,21,44,46
1,6,28,30,60
1,4,6,25,60
15,26,31,44,53
1,9,13,17,45
5,14,27,46,53
1,5,6,28,41
36,37,43,45,48
8,10,24,27,39
7,13,19,58,60
1,10,23,32,54
1,7,8,17,52
3,15,44,53,57
13,20,26,44,46
13,16,19,43,44
1,13,16,20,50
12,19,24,27,45
23,27,34,43,44
22,28,32,44,54
1,5,26,38,48
8,22,39,41,47
11,19,33,43,53
13,28,53,54,58
4,21,28,32,36
18,23,30,42,48
16,17,21,30,60
11,22,46,47,54
9,23,27,45,58
2,8,27,44,57
9,18,34,38,49
39,40,42,45,51
7,31,47,54,56
36,43,46,55,59
5,11,24,26,46
3,14,29,39,52
14,16,30,50,53
23,28,34,48,53
15,37,44,49,54
18,20,34,36,44
5,8,28,30,55
22,26,31,57,58
1,5,7,30,36
12,17,24,35,45
5,8,30,43,46
11,19,24,49,57
10,12,34,44,53
9,11,12,30,38
6,16,26,49,60
4,18,35,48,50
14,17,27,28,48
6,26,36,43,45
2,7,9,27,51
8,37,43,56,57
13,21,23,49,51
7,20,30,31,52
23,30,35,37,51
15,16,28,44,57
15,21,39,45,49
9,12,34,35,56
13,17,18,50,60
7,26,33,50,53
3,7,19,38,51
3,5,22,46,56
5,9,15,29,60
25,38,57,59,60
2,5,16,18,59
3,13,41,47,52
16,22,23,26,49
2,4,22,26,51
2,15,20,39,42
12,37,42,48,56
15,18,29,38,39
14,27,46,51,53
16,20,25,40,56
8,15,34,35,57
1,11,27,41,44
10,20,24,47,50
13,24,31,33,37
7,9,30,38,59
16,23,26,36,37
2,8,19,47,52
32,34,38,44,45
20,32,36,45,56
1,10,22,30,36
6,19,21,26,41
4,7,22,51,52
15,18,19,45,58
5,26,28,43,45
6,29,37,38,46
35,40,43,49,54
2,13,16,39,46
15,25,35,44,47
12,13,34,35,36
14,17,30,38,45
4,21,37,50,54
8,25,44,51,55
6,10,27,29,43
3,16,18,32,37
1,5,39,41,60
10,17,20,21,54
24,26,38,50,55
9,16,21,27,28
29,30,35,48,55
1,14,30,45,49
19,29,34,37,46
5,8,29,54,55
3,5,7,30,34
16,19,24,30,53
22,37,44,45,48
10,23,26,39,57
8,12,16,18,21
17,19,20,44,57
9,13,15,39,56
5,13,20,26,40
6,13,32,50,51
9,11,26,46,52
21,22,41,50,51
23,24,29,41,54
1,9,31,55,59
1,4,24,47,58
25,34,44,51,52
11,30,32,39,51
1,29,30,35,55
37,41,42,46,48
6,19,35,49,56
17,26,37,43,53
1,6,13,16,36
14,28,49,54,55
25,31,34,35,52
19,29,31,41,43
4,18,31,34,50
11,28,31,35,37
1,5,8,23,46
11,22,39,50,56
13,15,19,42,45
6,8,33,39,40
5,16,24,29,57
1,6,20,46,54
6,23,33,45,53
14,39,48,58,59
4,16,22,26,47
10,13,32,47,52
13,30,31,37,52
2,3,18,55,56
1,36,39,57,60
13,18,28,31,35
13,37,46,49,56
6,7,16,18,40
18,21,29,43,51
8,32,34,55,57
9,14,22,25,51
20,32,37,43,57
11,13,27,29,50
9,10,13,37,56
20,24,37,41,52
13,28,40,55,57
1,36,49,52,54
29,37,41,45,52
1,5,7,44,52
8,9,17,22,56
9,10,18,24,37
38,46,49,50,59
19,25,47,48,56
15,43,48,51,53
11,22,23,42,57
3,25,35,49,50
11,14,26,41,49
18,28,42,45,54
6,14,15,25,38
27,29,36,38,57
11,14,21,41,58
19,24,26,51,59
5,13,27,33,34
23,34,36,44,45
20,26,29,41,44
9,31,56,57,60
23,32,41,44,49
7,10,14,23,42
5,41,43,48,50
36,38,42,48,60
2,6,10,35,37
8,15,19,29,36
2,13,19,25,29
10,14,22,28,51
7,31,40,57,58
28,31,39,53,60
6,22,30,36,56
3,9,28,30,57
9,22,24,34,41
12,21,27,42,56
11,16,23,45,53
9,17,36,40,51
11,28,30,34,47
4,9,33,38,55
5,10,16,46,53
9,16,36,40,59
4,12,30,33,45
14,27,29,34,46
14,26,28,33,45
12,20,28,44,47
19,28,46,52,53
9,17,47,53,56
28,31,37,46,58
1,4,5,6,39
16,27,31,32,52
20,39,41,42,60
9,15,25,32,53
13,45,51,55,57
1,12,17,44,52
15,21,37,39,42
2,36,37,43,57
27,32,43,45,51
6,11,22,26,53
2,8,22,41,60
9,14,22,24,29
17,20,35,51,52
12,16,19,25,26
11,22,31,43,56
16,48,51,55,60
4,15,21,33,60
5,9,39,49,58
10,16,31,36,45
13,18,39,52,60
17,21,29,34,48
38,44,50,51,53
8,18,38,44,48
13,15,45,53,59
1,3,43,47,59
13,27,28,52,59
10,14,15,30,50
26,35,57,58,59
9,14,22,27,39
3,8,42,44,47
24,29,37,49,54
5,28,32,39,54
5,21,45,51,53
1,15,40,44,55
3,27,29,30,47
9,13,23,30,51
33,38,44,45,58
13,44,50,52,55
16,42,48,51,58
15,21,33,40,44
4,18,23,51,53
3,16,18,20,46
18,26,37,44,55
7,18,20,31,46
7,35,38,57,59
13,23,53,58,59
3,38,40,44,50
7,19,43,54,56
2,10,32,47,53
15,26,28,51,54
1,2,24,46,49
2,6,41,55,57
20,21,25,43,45
1,9,19,28,52
8,33,40,46,57
1,31,51,56,60
9,17,39,48,59
2,4,21,24,51
5,8,19,45,47
8,29,44,59,60
6,42,49,52,55
2,3,6,18,19
10,15,41,43,51
8,16,19,47,60
2,32,49,57,59
15,19,23,38,55
6,8,42,54,60
13,16,22,50,54
8,9,12,24,59
6,18,34,36,47
3,9,14,28,52
6,8,25,32,50
10,13,15,23,40
3,41,42,46,53
6,28,49,52,59
7,10,14,24,55
8,15,26,33,60
11,19,37,49,52
17,30,34,39,52
3,9,14,26,53
2,10,31,52,53
9,24,46,58,59
8,12,24,39,60
1,9,27,42,56
7,10,15,31,60
12,16,24,37,55
8,12,23,42,43
3,6,11,15,17
13,15,16,19,33
5,12,17,18,29
2,16,18,43,57
3,7,44,47,55
5,13,22,27,57
6,9,14,21,29
17,18,32,36,42
8,9,30,38,59
17,36,43,46,58
11,16,21,25,45
22,30,32,43,51
10,12,25,38,51
24,35,54,55,58
11,15,33,38,48
2,25,32,40,47
5,14,37,54,59
7,10,14,47,48
16,34,40,46,52
14,21,30,32,55
6,9,10,51,58
19,24,33,47,54
10,33,51,52,54
2,22,23,34,46
16,24,37,52,56
5,9,18,50,54
13,35,55,56,58
4,11,15,27,52
1,21,41,56,57
5,16,21,50,57
3,15,31,39,58
19,21,22,26,35
1,9,24,56,60
3,31,33,48,55
11,12,35,39,45
3,19,21,40,48
1,16,31,38,45
5,11,25,34,46
1,21,32,48,51
35,44,46,50,55
28,41,44,53,56
35,37,45,47,55
6,7,15,18,26
10,24,35,50,59
13,24,44,59,60
1,26,27,51,59
7,14,21,58,60
14,31,36,56,60
12,13,31,36,42
4,7,13,35,45
5,12,14,24,33
17,28,49,56,59
8,14,38,40,46
16,24,32,38,52
22,37,40,52,59
21,30,34,42,52
2,4,18,32,40
5,6,7,26,52
11,12,52,57,58
5,20,23,48,53
10,11,22,36,52
7,19,34,51,55
14,18,38,50,54
8,31,41,49,58
4,18,28,36,60
9,17,26,29,41
15,26,28,34,37
1,10,11,36,38
26,42,49,57,60
13,35,36,38,49
5,21,23,48,57
19,29,48,51,53
3,33,36,44,51
1,7,10,25,32
5,7,10,32,58
6,13,26,39,41
11,23,34,42,58
16,17,22,36,54
23,27,36,45,60
12,20,33,53,54
12,28,32,46,51
6,10,19,27,51
7,10,28,36,57
5,7,26,28,42
11,12,23,34,39
35,38,50,52,56
2,9,13,25,47
14,16,40,47,58
24,25,27,32,52
29,43,51,56,57
5,17,23,25,47
3,16,27,28,44
17,28,30,37,48
10,11,26,30,45
28,41,49,55,57
2,3,4,25,57
30,35,42,47,50
8,34,36,51,52
12,26,34,51,55
26,28,43,50,56
6,21,42,43,54
1,9,22,27,50
9,28,55,58,59
5,8,29,32,42
17,19,29,42,47
6,15,29,35,36
12,42,43,45,53
4,28,35,47,57
5,13,51,52,59
4,17,18,19,44
19,31,34,38,41
10,19,39,41,58
30,32,37,47,59
19,31,39,45,54
2,3,13,22,23
38,40,45,47,57
5,10,25,38,57
22,27,33,44,59
8,23,34,39,55
1,21,38,39,59
5,16,26,32,39
3,7,21,41,49
13,18,41,44,51
15,30,37,39,59
2,28,41,45,59
5,38,44,48,55
7,22,28,42,45
1,39,49,53,54
5,20,23,32,43
12,26,29,30,32
2,8,24,47,51
9,36,41,46,47
6,8,36,50,51
13,32,34,44,50
11,34,40,43,55
3,17,27,53,59
7,8,19,22,33
6,7,21,26,57
6,21,36,39,55
5,21,33,44,56
38,39,46,48,52
13,36,41,49,55
9,25,39,46,58
10,26,44,52,55
31,34,40,51,60
16,37,42,49,51
1,6,23,37,56
5,13,17,42,43
7,13,16,26,27
3,9,24,27,39
2,8,28,29,49
7,12,14,50,52
23,28,44,46,47
7,14,17,40,49
16,51,52,55,56
5,11,20,23,57
7,10,29,41,51
37,43,49,51,56
8,11,25,49,56
3,11,21,38,42
33,39,43,51,59
14,15,23,53,54
15,29,31,38,57
34,38,39,42,52
2,34,38,43,51
3,16,21,39,51
10,12,13,50,56
3,8,36,52,57
25,38,44,55,57
12,23,25,29,45
26,27,43,50,56
19,29,37,47,51
23,26,28,30,36
2,5,15,25,57
17,23,31,46,48
3,16,40,45,56
6,10,18,50,52
11,13,27,29,31
17,24,39,40,41
6,23,32,33,59
12,31,49,54,56
14,21,24,27,38
16,28,33,54,55
29,32,35,43,44
6,7,37,44,54
10,14,32,55,56
5,36,38,45,59
9,12,13,21,40
1,27,35,55,58
2,8,46,53,55
6,16,45,49,54
19,23,30,44,50
23,35,36,41,44
3,7,39,49,58
13,15,23,28,33
5,7,28,44,52
2,21,32,49,52
13,26,35,46,50
5,23,26,29,33
9,13,27,31,44
4,25,30,43,57
3,7,9,25,42
5,10,23,26,35
3,15,37,40,52
11,37,48,50,57
6,9,17,31,59
4,10,36,43,51
12,15,24,36,50
16,26,39,42,47
2,14,41,44,47
2,7,38,39,57
1,8,19,22,40
21,24,25,27,34
8,14,25,36,58
9,33,52,54,57
8,12,16,35,39
1,11,27,39,54
5,9,13,52,57
5,28,43,44,50
5,30,38,51,56
7,13,19,22,40
10,14,30,37,56
1,4,8,28,44
16,17,34,38,42
3,15,24,26,50
2,14,16,22,56
1,3,21,23,60
15,19,20,43,45
12,26,36,46,56
8,27,32,45,46
17,29,38,40,59
9,23,25,38,56
1,8,10,26,45
3,24,26,33,56
24,34,36,38,52
3,8,15,38,41
25,43,44,57,60
6,33,41,52,60
35,39,41,50,53
6,29,38,41,48
3,12,30,41,45
8,11,27,49,60
1,23,34,35,36
2,14,17,40,60
2,31,32,36,45
33,38,41,43,57
7,10,34,49,56
6,10,12,19,36
4,11,23,43,45
13,15,30,54,57
5,7,9,35,58
1,8,12,34,55
9,16,27,37,57
2,13,22,56,60
4,8,16,48,57
39,44,46,51,58
4,15,17,34,35
26,28,49,50,56
13,20,27,39,60
24,36,37,38,52
3,20,34,46,57
2,16,18,32,48
8,10,31,34,40
9,30,35,37,50
6,23,24,53,57
12,25,38,43,59
3,9,30,47,49
14,17,29,50,51
3,17,32,52,58
10,19,38,48,59
5,14,31,42,52
3,6,13,21,58
13,35,36,38,49
13,19,21,25,26
14,15,29,31,50
3,14,29,51,53
5,17,28,43,54
1,11,16,31,44
33,47,57,59,60
1,5,23,41,49
15,24,28,33,36
11,16,21,34,45
8,11,24,32,38
2,11,17,19,29
11,12,29,52,60
2,25,33,56,59
15,38,44,53,60
23,42,43,49,56
9,10,28,34,53
42,45,48,49,50
25,27,49,52,54
18,46,52,53,58
20,22,34,35,43
25,35,36,41,59
1,14,41,44,45
8,25,33,38,46
1,5,36,38,57
18,24,37,50,56
3,6,17,28,58
5,18,26,36,43
8,13,20,25,39
2,5,19,35,55
18,25,33,36,56
3,10,12,40,54
8,10,25,40,45
8,9,21,44,53
5,16,19,30,36
9,18,32,37,46
4,6,19,40,50
21,28,30,40,53
21,26,32,39,58
1,10,37,45,49
4,16,29,35,55
8,15,20,40,41
9,22,47,48,59
4,9,34,38,42
5,20,33,40,48
10,12,14,28,29
18,22,25,36,37
6,21,33,49,50
5,28,29,47,50
22,28,30,51,55
13,22,27,35,46
2,22,31,48,56
5,27,33,49,56
2,12,19,25,56
4,28,31,49,60
14,31,34,44,52
1,2,14,21,32
