E Win Num 1,E Win Num 2,E Win Num 3,E Win Num 4,E Win Num 5
2,6,10,17,22
6,9,13,26,30
4,24,25,37,38
21,22,25,30,36
11,13,19,24,36
17,31,32,34,38
7,9,12,31,34
4,6,12,14,21
3,24,26,32,34
3,11,12,13,34
13,14,16,28,36
3,8,26,28,37
5,17,21,33,34
3,12,16,23,35
3,4,7,32,33
5,11,20,22,37
4,6,21,25,29
6,11,13,16,31
4,17,22,33,35
2,8,12,32,34
1,2,24,30,35
6,17,19,21,27
12,20,25,36,39
1,6,8,11,38
3,9,16,24,27
5,8,16,27,33
6,22,24,31,39
1,8,20,22,25
3,5,10,22,27
6,14,15,23,28
12,20,22,23,25
5,12,16,32,35
15,17,18,31,32
4,7,8,14,31
2,8,21,31,35
2,3,11,18,21
3,12,25,27,35
13,20,22,34,35
13,27,28,29,35
2,8,18,31,37
6,25,27,31,34
5,15,24,28,39
8,30,32,33,34
5,7,27,36,38
1,5,24,33,35
7,23,31,37,39
5,10,18,23,30
2,10,18,22,26
5,9,10,15,24
2,16,18,31,39
4,18,27,31,33
4,6,7,12,23
3,5,9,31,32
8,11,29,37,39
20,27,29,34,38
3,14,30,32,36
10,13,15,22,24
5,10,16,33,38
5,18,23,24,26
1,12,18,27,31
3,6,12,14,19
2,5,13,18,35
10,14,21,24,26
3,4,13,19,22
2,10,25,32,38
7,15,21,23,31
4,13,24,29,33
3,4,8,34,39
12,16,17,20,31
9,21,28,31,39
6,11,25,29,37
3,9,16,28,38
4,9,14,20,27
3,14,22,24,38
2,12,19,24,37
6,8,19,34,38
6,7,23,24,38
9,10,21,25,30
4,8,11,28,31
9,16,19,24,27
10,11,13,25,31
6,8,9,11,12
1,19,22,36,38
7,9,12,14,34
6,11,16,19,28
4,13,15,24,29
7,14,30,36,37
4,13,26,31,37
2,8,15,20,39
1,4,7,20,24
1,5,12,16,29
7,13,19,24,38
2,5,16,25,36
13,26,29,33,39
13,14,25,29,38
2,4,6,12,34
1,7,11,32,33
2,15,17,24,35
14,15,17,24,34
16,20,26,30,36
3,7,9,10,35
12,13,23,24,27
4,16,25,34,35
16,18,23,28,39
18,19,20,21,37
13,19,23,35,36
6,15,21,22,23
15,16,17,27,34
3,6,21,27,39
2,22,25,26,31
2,6,14,18,19
3,8,12,19,31
5,6,8,26,27
13,14,17,28,39
17,22,26,33,39
12,20,21,27,39
9,12,22,29,30
4,9,11,15,26
8,11,13,15,30
2,11,17,19,35
1,3,10,22,33
1,8,16,28,36
8,19,20,24,25
10,19,24,32,34
1,9,15,16,39
5,8,11,20,27
1,14,25,29,38
2,12,23,29,30
5,19,30,34,39
1,5,31,36,39
2,4,10,32,35
1,7,11,25,29
10,13,19,26,27
12,19,25,31,38
8,10,11,19,36
3,6,11,19,25
2,5,6,23,39
4,13,24,27,34
9,18,20,31,34
17,19,25,34,36
1,3,13,15,39
5,19,27,29,32
5,11,21,26,32
5,21,25,26,34
4,5,16,23,32
1,2,12,27,35
3,4,6,13,21
7,12,24,31,35
3,10,16,27,35
4,12,22,31,38
7,16,21,23,36
2,20,22,29,38
1,3,11,18,37
12,15,21,22,39
9,13,26,31,35
11,15,25,26,33
4,9,13,17,31
17,21,26,29,30
15,16,22,24,27
13,14,19,23,35
9,16,26,29,36
5,6,12,31,38
1,17,26,31,36
4,10,12,29,31
11,17,25,28,29
9,15,22,29,38
2,7,11,12,23
3,11,12,27,29
3,6,17,24,32
12,14,19,27,31
6,17,26,29,37
2,18,27,31,34
11,18,19,21,33
6,14,18,35,38
5,11,15,17,36
2,6,23,30,37
3,5,20,22,36
1,20,22,28,35
5,24,25,29,36
17,18,25,33,39
6,16,17,28,36
2,15,25,33,39
4,20,25,27,35
4,19,21,28,34
4,7,11,15,31
6,9,17,35,37
12,16,20,27,31
6,7,11,17,34
3,4,29,30,36
10,16,17,29,35
8,9,12,14,28
23,25,33,34,35
6,9,10,19,25
2,3,8,11,21
5,6,20,26,37
2,10,29,36,37
1,3,7,25,28
1,9,14,15,18
8,15,17,23,24
8,9,12,20,33
2,14,28,36,39
1,5,6,16,30
2,10,18,26,29
18,22,31,32,36
13,19,23,31,37
3,10,26,29,31
14,22,26,29,34
1,5,6,30,36
1,25,30,31,35
2,17,22,25,28
3,6,16,26,31
4,13,17,27,38
1,17,28,33,35
8,9,15,31,33
9,10,16,30,33
13,14,21,25,27
9,10,19,30,39
7,11,23,26,31
18,20,29,30,37
2,9,20,26,33
1,3,9,19,31
8,12,19,31,32
3,12,18,25,34
7,18,24,27,35
2,4,9,17,18
15,16,20,21,36
5,10,11,23,36
1,3,7,15,17
5,13,20,23,26
4,6,21,27,36
7,15,17,35,36
3,16,24,30,35
4,9,20,21,32
5,10,29,36,37
3,13,15,20,30
4,19,23,35,37
2,10,28,38,39
3,11,15,34,36
1,11,27,31,35
3,5,17,28,30
4,7,9,18,24
21,24,28,29,34
12,17,24,26,29
2,10,11,23,24
8,24,26,31,38
4,12,33,34,38
11,15,16,18,32
2,14,21,22,37
5,8,12,31,37
6,19,25,29,32
9,25,26,33,37
1,5,11,19,27
1,3,4,22,24
6,25,26,31,35
1,6,23,36,38
1,14,28,33,36
8,26,32,36,37
2,6,10,16,29
3,4,24,25,36
12,16,24,26,39
4,12,13,21,26
10,29,33,37,39
8,12,21,33,34
2,4,8,12,16
1,8,26,34,37
14,21,22,25,39
3,10,16,34,38
10,11,27,34,35
23,25,29,31,35
11,17,19,26,39
3,28,31,33,38
8,15,20,23,35
3,7,11,32,34
6,18,21,23,37
7,8,15,17,29
6,10,16,17,31
12,22,23,25,29
3,5,7,21,31
4,26,28,29,30
6,12,18,26,27
3,8,12,29,34
4,18,20,26,37
3,13,36,37,38
7,11,18,28,31
4,8,18,19,30
9,11,24,27,29
12,14,15,23,29
9,16,17,24,28
3,12,22,35,37
8,19,32,34,39
5,16,22,26,37
15,18,23,32,39
5,12,22,27,38
2,6,23,25,28
11,13,15,18,35
4,15,23,24,36
13,14,17,18,20
5,13,28,29,30
1,5,20,31,33
7,17,23,27,32
15,29,32,37,38
9,10,18,35,37
13,15,22,26,38
7,26,28,30,36
11,24,29,30,38
13,16,23,28,34
5,8,13,25,37
4,21,25,30,31
7,10,15,21,37
20,27,33,35,39
9,15,23,35,37
6,15,23,24,25
9,12,15,19,30
2,4,5,17,19
17,18,23,26,27
8,12,16,30,34
1,5,19,22,33
14,16,19,27,31
11,15,22,27,29
4,7,14,29,37
4,5,23,28,29
2,3,5,7,16
18,20,33,36,38
5,10,21,22,35
16,22,25,29,34
4,6,7,22,24
2,3,21,22,30
14,16,17,23,26
6,11,17,24,36
2,10,17,20,38
14,15,23,25,31
18,23,28,29,37
9,20,21,27,35
14,17,21,32,37
9,13,28,30,36
11,14,16,17,22
5,15,20,33,38
9,13,17,30,32
16,17,20,21,30
4,9,15,26,38
6,14,16,17,22
7,16,22,30,39
2,7,21,31,39
3,7,10,18,34
18,22,27,28,31
2,3,24,25,33
11,15,18,26,39
3,6,32,38,39
11,12,19,26,35
16,18,22,24,32
17,23,28,35,39
3,6,13,29,31
5,23,25,33,36
11,20,27,35,36
15,16,30,32,35
15,24,25,34,39
1,2,5,29,31
2,5,19,30,38
9,15,23,24,36
3,12,21,25,31
9,24,33,34,37
18,20,26,27,32
2,18,27,30,33
18,24,26,30,34
4,6,12,29,36
5,27,30,34,38
4,5,23,35,36
4,5,17,30,35
7,33,36,37,39
9,12,20,37,39
7,9,19,21,39
13,18,20,22,36
10,17,19,20,34
6,11,19,28,38
25,27,29,33,35
1,2,12,20,23
1,8,16,18,26
20,25,31,38,39
5,19,21,29,33
2,5,14,26,27
5,7,16,21,38
1,6,18,19,26
13,26,29,30,39
13,19,21,24,38
15,21,29,30,36
9,13,19,30,39
1,8,13,36,39
5,12,15,22,35
11,14,28,35,39
2,8,10,36,38
5,28,33,37,39
13,18,22,24,39
1,7,10,23,30
4,13,18,22,23
1,5,9,13,20
3,6,27,36,39
5,30,33,34,39
7,12,19,31,34
2,11,13,25,26
1,15,17,26,27
2,16,18,26,28
5,13,14,24,39
5,20,22,35,39
6,24,32,35,38
26,31,34,37,38
10,12,18,27,31
8,11,21,25,31
1,11,19,30,34
13,23,26,32,37
1,9,13,29,37
2,16,17,32,36
10,15,20,29,35
3,7,17,29,31
13,14,17,31,34
6,8,19,36,38
2,10,11,32,39
7,8,27,28,39
3,7,12,20,29
26,27,30,32,35
17,20,26,32,35
3,9,14,18,33
1,5,14,17,18
18,25,28,31,39
2,10,12,34,39
6,10,15,24,29
3,15,19,22,28
1,8,15,25,33
1,10,17,26,33
9,10,13,20,39
1,5,23,31,37
12,13,26,35,38
2,14,23,26,35
8,15,26,27,29
8,14,17,28,33
3,8,9,10,16
2,3,13,29,30
13,16,23,27,37
10,23,24,27,31
8,19,25,26,30
5,8,13,32,39
10,14,17,31,33
10,16,18,36,37
2,9,12,16,22
29,35,36,37,38
17,19,20,22,39
3,4,8,15,35
15,18,24,26,35
1,8,13,38,39
8,10,12,17,20
20,23,24,29,37
18,19,21,32,38
1,2,4,24,25
5,18,27,33,38
5,18,25,28,32
11,15,26,31,35
11,12,21,29,35
4,11,21,25,37
2,10,16,27,38
1,28,30,31,38
18,19,27,29,36
4,7,8,28,34
10,15,16,34,37
6,10,29,32,35
8,13,15,33,35
6,9,10,23,34
3,5,13,17,30
2,10,24,28,38
4,12,13,15,31
20,22,24,29,39
6,8,13,22,28
7,8,17,18,39
6,8,14,18,22
19,27,33,36,38
5,29,30,36,37
5,8,14,20,23
1,2,19,36,39
6,9,12,27,29
16,22,27,30,35
5,25,36,38,39
6,16,22,32,34
8,11,15,17,32
1,18,21,34,36
1,15,16,25,36
9,10,19,20,24
4,6,17,19,34
1,6,22,29,31
16,20,22,24,25
10,23,30,32,37
1,10,15,23,27
2,5,9,16,39
1,28,34,35,39
17,20,31,37,39
2,3,18,20,34
23,27,28,30,32
4,7,13,32,37
1,5,12,28,32
5,22,28,35,37
9,17,31,33,34
7,8,19,26,27
14,21,25,29,33
5,20,24,35,39
2,7,11,14,24
7,27,28,32,38
4,14,16,28,30
9,11,15,34,37
5,8,24,26,39
6,7,11,30,31
1,6,10,17,35
17,18,25,26,27
19,23,24,29,30
7,8,15,25,31
3,14,31,32,36
12,13,17,20,32
17,19,28,29,37
14,16,19,32,37
6,10,15,17,31
4,5,10,35,39
7,8,14,19,34
3,11,17,31,34
7,11,12,24,37
1,12,15,24,31
20,22,27,34,38
11,12,22,30,36
7,12,19,25,31
1,11,29,34,36
10,20,27,34,38
4,6,16,17,24
4,26,31,35,37
7,12,29,34,38
9,18,21,37,38
6,8,15,20,37
16,25,26,32,35
3,5,7,11,17
2,6,18,32,37
11,26,28,31,35
10,23,27,29,38
2,31,32,34,38
11,14,29,32,34
2,3,13,17,25
1,3,4,19,31
2,7,10,38,39
9,10,13,22,24
2,3,15,22,31
1,4,9,10,32
2,9,25,37,38
3,5,11,14,27
10,16,17,19,38
17,18,24,27,32
2,9,10,13,27
8,29,30,34,39
9,13,14,17,33
9,17,21,22,30
28,29,33,36,39
6,9,11,35,39
4,8,16,35,39
8,9,15,17,33
2,6,7,16,32
13,15,25,34,35
3,14,23,27,33
14,16,21,22,29
8,11,20,32,36
10,14,21,31,38
14,20,23,26,37
5,9,23,25,34
1,17,22,30,36
3,6,17,22,34
12,15,26,29,31
7,8,9,22,32
12,22,27,34,37
4,5,12,26,32
13,31,32,33,36
9,10,23,26,34
1,15,25,36,39
13,14,17,25,30
6,18,33,37,38
14,19,35,36,37
3,22,24,26,34
5,12,22,23,29
9,14,24,33,37
10,12,13,15,22
5,10,11,19,35
1,4,9,31,33
5,10,24,26,38
14,16,28,31,37
17,19,27,28,32
17,18,22,26,29
7,11,17,19,32
7,17,31,35,39
14,20,21,28,36
5,12,13,20,22
4,14,19,24,38
3,14,17,24,34
3,19,22,24,27
3,8,10,21,26
5,27,28,32,34
8,11,17,27,38
10,27,33,37,38
1,7,29,34,37
18,28,29,32,36
8,13,14,16,20
6,11,23,31,39
1,2,22,34,36
2,14,17,21,23
2,15,16,19,24
11,21,22,27,31
3,7,9,10,14
3,12,19,20,27
8,10,25,33,39
6,9,19,28,35
5,11,12,22,34
6,7,22,32,36
4,6,8,18,34
4,22,26,28,31
1,2,13,32,38
2,5,7,24,39
1,8,21,35,36
7,14,15,24,33
4,11,18,31,36
3,10,16,34,39
7,13,21,34,39
10,14,19,21,34
7,10,11,13,36
18,27,28,30,31
2,4,13,33,39
15,16,22,30,31
3,9,23,35,39
1,17,18,29,35
1,6,13,18,26
3,21,25,29,35
3,10,29,34,39
4,15,18,19,21
5,13,17,20,35
1,9,24,25,29
3,9,15,20,30
10,17,18,26,37
19,23,32,33,35
2,4,25,30,37
9,11,28,29,36
6,21,26,30,33
5,6,7,13,27
10,31,33,34,37
6,7,8,17,37
10,13,18,24,37
14,21,23,29,34
7,9,10,14,32
9,19,29,30,39
1,16,17,27,28
4,18,19,21,25
1,8,24,32,34
2,8,11,13,14
8,13,20,29,37
5,17,20,35,36
2,7,21,25,26
1,2,14,35,38
3,8,19,24,29
5,9,11,22,29
4,5,20,29,36
3,21,22,27,37
6,15,27,28,30
24,26,30,32,34
7,8,15,19,29
4,12,27,29,35
7,17,20,29,39
6,20,26,36,38
8,16,21,25,28
7,13,20,26,39
9,15,16,24,32
15,22,29,30,38
2,5,12,32,33
11,12,13,27,38
3,14,29,35,37
4,11,14,37,38
10,11,18,25,33
3,8,17,20,27
10,26,31,33,36
1,19,29,30,35
6,14,17,31,33
18,25,27,33,35
19,21,27,37,38
3,22,24,27,37
4,29,33,37,39
7,16,17,19,36
2,12,22,24,37
4,20,29,36,38
17,19,20,21,33
2,7,11,12,20
1,6,12,25,32
11,18,22,31,34
2,10,14,36,39
2,7,8,19,22
9,24,25,31,33
11,14,15,33,39
7,17,26,27,37
12,14,15,21,30
9,20,22,38,39
8,15,22,32,35
8,17,21,27,33
11,17,18,23,30
1,9,10,24,30
8,12,14,27,37
5,6,25,28,32
7,12,31,34,38
11,14,25,26,38
15,21,23,24,25
6,13,22,32,33
13,22,32,35,39
7,11,29,31,37
9,10,17,22,36
3,18,21,22,24
17,18,26,27,32
21,22,23,29,30
19,21,24,26,38
14,15,18,30,32
1,10,21,25,28
8,11,19,21,27
9,11,22,26,32
3,5,13,17,23
8,13,15,16,25
18,29,30,35,37
7,8,9,11,33
19,24,27,31,36
4,17,23,25,32
5,10,13,14,15
3,11,16,18,31
11,24,26,31,38
11,14,26,31,35
3,5,13,16,26
6,12,15,18,27
7,14,22,27,31
2,5,16,33,37
2,24,29,34,38
9,19,25,28,31
10,13,25,36,37
1,2,5,19,37
2,6,11,23,26
6,9,31,33,35
5,14,23,28,33
4,13,21,24,28
14,20,22,30,31
8,9,14,25,27
1,4,5,12,37
18,19,25,30,34
7,20,21,25,27
14,16,19,37,39
11,12,24,27,33
11,13,26,27,36
3,8,21,28,39
8,9,10,17,23
19,29,31,34,39
1,2,9,23,34
5,25,27,29,31
6,18,24,32,38
2,6,14,25,32
5,6,28,32,36
6,8,15,38,39
9,15,16,18,33
13,17,24,27,32
10,18,22,28,35
10,24,27,32,39
3,18,21,26,28
4,25,30,32,34
5,14,25,27,29
2,4,8,12,25
12,22,23,33,39
6,9,17,25,37
1,2,6,37,38
9,15,19,27,28
8,10,16,21,24
6,23,31,33,39
7,10,14,16,29
8,11,17,26,30
11,13,27,33,35
7,17,24,37,38
14,17,22,24,33
2,5,16,21,31
1,2,6,10,20
5,6,12,28,31
5,6,19,29,33
1,27,36,37,38
11,23,25,35,38
11,20,26,30,34
1,10,16,23,29
27,29,33,36,37
8,11,16,20,33
1,6,20,24,29
8,11,13,29,37
5,10,11,12,26
1,2,24,28,29
8,13,15,34,37
8,26,35,37,38
27,33,35,36,38
5,10,12,27,38
1,6,9,10,23
2,5,22,23,34
7,19,34,38,39
7,10,20,30,38
2,7,18,23,39
2,5,12,16,24
3,6,11,25,33
7,11,13,23,37
9,26,29,30,37
4,13,15,17,34
3,9,19,23,38
1,6,17,21,31
5,21,24,25,37
11,25,27,28,30
2,5,9,14,17
14,17,25,29,30
18,19,29,30,31
17,18,29,31,34
21,28,30,31,38
1,12,32,33,35
2,22,24,25,28
15,17,19,26,38
3,13,14,15,19
8,15,18,26,39
14,17,18,23,30
1,17,24,25,28
1,17,18,33,39
10,11,21,24,35
3,6,13,22,23
5,10,11,19,27
6,17,21,29,37
4,11,15,17,20
3,6,7,15,32
8,12,15,21,29
12,15,24,30,32
7,11,20,31,33
13,14,18,26,30
12,26,29,33,39
1,2,27,28,30
10,18,27,31,34
4,10,14,15,32
6,10,18,19,24
2,6,28,30,31
6,7,30,35,37
3,8,9,27,32
21,23,24,29,33
6,20,22,25,31
9,14,23,33,36
19,23,30,35,36
3,4,18,27,31
18,24,29,35,38
4,6,17,36,38
1,5,9,11,21
1,12,26,30,34
2,6,24,32,39
2,6,27,28,29
2,16,26,27,30
16,18,27,30,35
11,19,20,22,29
10,12,19,20,38
4,6,24,34,35
7,10,12,26,33
3,4,10,32,35
4,6,17,21,27
7,11,14,18,35
1,7,16,33,35
3,10,11,23,24
13,17,25,36,37
7,9,21,36,37
7,10,12,13,20
7,14,25,27,39
3,5,15,19,22
8,12,29,34,36
6,10,20,29,31
15,23,36,37,39
7,12,13,32,39
3,7,15,27,33
9,12,13,19,34
2,4,9,16,27
6,23,27,36,38
4,9,16,17,20
10,21,23,25,31
8,18,25,30,32
3,11,24,37,38
5,12,26,31,34
3,9,11,21,33
1,2,23,25,31
11,14,15,32,34
3,5,13,22,24
3,14,21,25,26
3,6,19,33,38
20,22,26,32,34
5,7,8,32,36
6,14,16,19,35
2,4,17,18,29
8,10,14,17,21
19,20,23,26,29
3,5,6,25,29
5,9,16,36,38
6,10,13,23,39
5,7,12,20,23
16,17,30,31,39
7,14,15,19,26
1,3,6,17,38
7,17,21,35,36
12,17,22,24,35
6,8,15,20,39
18,23,28,35,37
10,15,26,31,36
3,13,14,17,29
3,4,5,18,38
4,5,23,29,31
5,11,12,26,38
9,18,25,26,27
2,4,11,12,36
2,6,10,23,35
2,4,5,34,36
2,4,7,12,20
4,16,19,20,31
15,21,22,25,29
5,6,22,24,27
4,14,21,22,26
31,32,33,37,39
8,12,16,30,35
4,15,16,20,39
4,11,18,27,29
2,19,34,37,39
11,21,25,32,39
13,22,23,33,37
6,12,27,36,37
3,18,28,33,39
1,12,15,23,32
8,9,18,27,34
3,12,19,23,31
6,8,16,33,36
5,9,13,27,39
6,31,33,36,37
5,15,23,24,25
7,9,24,34,37
7,9,30,34,36
1,6,13,19,37
1,10,13,24,35
11,12,15,29,35
1,2,22,32,38
4,17,21,27,33
1,2,11,20,21
4,13,15,32,35
2,17,19,20,38
1,2,6,15,24
15,20,24,27,34
1,5,7,16,21
3,7,8,19,23
4,11,13,16,38
12,21,26,28,33
7,11,14,24,37
11,15,26,31,32
7,8,21,29,36
9,17,27,31,36
6,13,26,28,37
5,6,10,11,27
6,9,14,24,25
2,3,8,23,39
4,12,27,30,37
5,9,27,29,33
2,9,16,22,35
1,5,14,19,29
17,19,27,29,36
2,4,15,21,38
3,4,8,19,38
12,17,18,25,29
7,14,21,26,39
12,14,22,30,33
6,16,23,24,39
4,6,15,33,34
1,4,34,35,37
10,12,14,24,38
3,9,17,20,38
5,10,12,31,38
14,21,22,27,31
3,4,11,15,24
11,12,26,30,31
10,17,24,34,37
4,7,22,24,32
1,14,21,28,34
9,26,28,33,37
2,5,9,22,28
5,8,19,22,30
5,7,9,24,34
1,5,23,34,39
1,4,13,24,33
6,28,33,37,38
2,12,23,28,36
6,15,23,25,38
2,5,12,20,22
10,28,31,34,35
8,15,18,23,38
2,9,12,28,34
10,13,26,34,37
1,2,12,30,39
2,7,8,33,39
4,6,9,21,37
8,12,16,22,31
2,24,28,29,36
9,19,31,32,38
8,20,21,24,34
6,12,21,26,32
4,11,16,23,39
8,14,17,22,29
12,17,22,24,29
1,18,19,31,32
9,10,11,27,33
6,19,20,21,29
1,11,19,32,37
5,17,19,34,38
7,9,12,14,29
9,19,26,37,38
8,16,23,24,30
7,8,17,27,39
8,14,16,27,31
13,17,18,19,26
8,9,17,21,28
6,7,10,21,36
11,13,19,29,33
12,13,21,36,39
6,9,13,14,29
1,8,14,19,37
7,11,22,30,34
1,4,6,17,31
7,11,15,16,28
16,17,19,34,37
4,13,16,31,32
23,24,29,30,39
3,8,25,32,33
1,17,25,26,28
14,17,25,35,39
13,14,17,19,23
17,21,28,29,31
2,3,18,22,24
4,13,26,31,34
16,21,23,24,25
1,10,16,17,21
5,9,12,17,34
9,10,20,21,22
4,5,6,16,17
6,19,22,29,35
14,17,27,29,33
10,24,32,36,37
1,2,3,35,36
4,13,22,29,37
9,14,17,31,33
1,6,9,20,36
7,12,16,19,21
4,16,24,33,38
1,13,18,32,33
7,9,11,27,34
10,15,34,35,39
2,8,13,20,35
12,23,24,29,31
5,13,16,19,27
3,6,15,31,38
13,15,20,22,25
17,22,28,31,34
1,6,9,11,13
1,17,19,26,39
12,18,21,23,39
5,9,18,24,31
1,6,22,33,37
10,13,17,30,31
2,21,25,28,36
6,14,26,36,39
4,25,33,34,39
6,8,9,19,26
2,9,24,33,35
1,8,15,30,32
2,14,16,35,36
13,20,31,32,36
10,18,26,27,35
1,13,14,15,33
12,18,24,31,37
6,10,13,14,23
4,8,12,14,18
8,15,20,29,30
21,25,27,35,39
3,4,5,8,13
5,8,15,22,34
2,9,10,28,36
13,16,17,34,37
1,3,9,15,32
11,12,28,32,36
8,15,18,25,29
19,23,29,31,34
5,7,15,21,22
3,16,18,23,30
17,19,31,34,38
2,8,15,17,25
12,22,23,36,37
1,13,19,28,30
1,8,13,20,28
1,6,11,24,36
2,4,25,33,38
1,27,29,30,33
7,14,28,32,37
1,15,24,33,34
6,15,19,30,35
5,10,21,32,38
12,17,19,31,39
8,13,22,31,33
6,11,12,14,23
8,10,19,22,36
20,21,22,25,39
2,5,16,22,37
5,6,10,17,19
1,10,20,23,35
7,15,23,30,35
2,4,32,38,39
28,30,35,36,38
5,8,19,21,24
1,2,5,21,35
5,10,23,24,26
1,5,11,22,25
19,24,29,32,36
2,8,9,17,25
4,9,20,28,34
3,7,17,24,33
5,19,21,22,26
2,4,12,26,37
8,10,20,28,33
11,15,19,29,35
14,15,17,18,32
2,5,10,27,35
2,7,14,17,39
10,18,20,26,36
14,31,34,35,37
1,2,18,35,37
4,5,18,28,30
15,21,29,30,37
4,19,24,34,37
2,15,18,26,35
6,8,15,25,34
5,11,12,28,29
11,22,29,30,35
5,22,24,30,36
7,11,33,35,39
2,4,17,18,22
4,8,23,24,37
4,8,11,26,37
20,28,37,38,39
9,16,22,30,38
9,15,17,31,38
1,10,26,29,33
2,9,22,33,34
2,7,12,17,20
6,15,29,33,37
8,22,23,29,36
2,10,20,31,35
7,10,11,18,28
2,22,23,27,38
10,17,25,32,36
6,14,16,21,25
11,17,18,22,32
7,14,23,37,39
4,6,14,23,39
2,6,8,13,37
4,5,10,11,26
5,6,7,33,38
5,7,16,22,34
2,13,17,27,31
13,27,32,34,38
10,11,25,30,36
3,25,28,32,35
1,2,27,29,38
1,2,8,10,20
1,10,22,27,35
13,14,18,31,38
2,5,12,23,39
1,9,16,19,39
8,10,29,30,32
9,25,28,35,36
6,7,12,22,38
2,6,22,31,34
6,21,30,31,38
6,12,14,32,34
10,17,23,26,35
7,9,10,14,35
4,22,29,32,38
7,8,28,33,35
8,15,18,24,32
7,12,14,21,35
4,5,16,34,35
3,4,30,31,36
2,21,29,32,33
4,24,29,33,35
4,7,18,19,32
13,15,19,28,38
6,7,8,36,38
15,20,24,25,26
3,17,18,34,37
2,4,20,26,29
1,3,8,15,17
1,13,22,24,26
7,10,17,37,38
1,11,26,30,35
3,4,31,33,35
8,16,20,27,28
14,33,34,36,39
1,6,12,20,38
12,17,18,29,38
14,15,19,26,31
6,7,26,29,39
3,4,31,33,35
4,17,28,36,38
8,10,16,22,27
1,4,14,15,31
1,4,12,28,38
1,10,24,28,31
5,19,25,34,39
4,10,18,22,28
3,5,17,18,25
4,6,10,23,26
1,7,15,27,33
1,4,30,33,39
2,19,22,32,35
3,6,13,14,35
4,9,22,23,35
5,13,16,18,33
4,5,16,22,34
1,2,7,9,11
5,12,17,27,28
8,17,20,27,39
6,8,9,10,33
2,9,18,31,37
2,3,9,27,28
12,16,17,28,29
10,11,12,29,34
16,20,24,31,32
14,18,23,31,33
10,15,19,34,35
10,12,15,21,29
13,14,16,33,37
8,12,19,25,36
2,4,26,37,38
2,6,9,17,29
12,14,26,27,38
3,8,29,31,38
2,6,14,24,26
1,8,26,35,39
5,6,15,22,26
6,15,28,29,30
2,17,18,19,22
3,7,8,10,36
6,12,31,36,39
9,12,23,30,39
4,12,13,19,20
7,12,17,25,37
10,20,28,30,31
3,22,29,37,38
11,20,24,28,39
1,4,5,8,15
3,19,21,28,29
15,17,18,29,32
11,20,32,33,35
19,28,29,30,32
3,13,15,34,35
9,19,20,29,38
7,16,20,27,33
15,16,17,19,21
1,20,28,37,39
1,6,11,16,33
3,8,15,19,23
2,11,16,18,29
12,17,23,28,34
6,12,26,27,37
7,19,22,30,37
3,6,22,29,36
5,10,15,19,38
4,18,26,33,38
1,11,13,31,36
5,14,17,23,38
6,12,14,17,33
5,8,14,31,35
1,7,16,36,38
1,22,23,35,37
7,23,26,28,30
6,14,15,25,34
6,15,16,20,27
9,21,32,33,39
4,7,10,11,13
4,17,18,23,31
6,7,9,11,18
2,9,17,21,37
4,19,21,29,34
6,16,18,26,33
1,2,7,22,27
2,17,22,26,32
3,18,19,23,34
14,15,20,25,27
2,7,14,18,31
3,13,16,22,28
16,18,21,25,31
18,24,33,37,39
7,15,21,30,35
15,19,23,28,38
4,30,32,35,39
7,13,15,18,38
19,29,30,33,39
3,6,10,14,36
4,16,20,22,35
12,19,23,26,28
4,5,16,23,37
15,16,20,23,37
7,10,25,26,28
4,5,10,27,39
6,14,31,38,39
4,10,26,31,36
5,8,11,18,21
8,12,29,33,38
2,3,18,22,31
3,4,14,26,33
1,12,16,17,31
17,28,33,35,39
6,9,11,22,33
7,8,28,35,37
5,15,27,31,37
2,17,26,36,38
4,6,12,21,36
3,16,24,32,35
23,24,29,37,39
1,15,17,34,37
12,15,17,32,34
2,18,30,37,39
10,13,23,37,39
12,28,34,36,37
3,19,22,27,31
10,22,32,33,37
2,3,17,33,36
1,4,18,28,36
9,20,24,38,39
3,4,8,13,32
10,11,12,17,24
11,13,30,33,34
2,7,10,12,26
11,20,31,37,38
13,18,22,24,25
4,9,14,23,28
12,18,25,26,29
1,5,25,28,34
1,9,11,28,29
12,13,14,23,26
3,4,35,36,39
1,5,20,36,39
3,5,9,26,34
9,15,20,33,37
1,10,15,37,38
8,9,13,32,38
1,7,10,27,38
11,16,21,22,34
7,8,14,22,39
7,8,11,16,21
1,16,17,21,34
9,12,13,16,22
17,19,21,29,38
27,28,34,35,39
16,27,28,37,39
6,12,13,14,36
1,12,14,31,37
9,14,20,22,31
5,8,21,26,27
3,14,19,24,32
1,23,28,30,31
19,27,37,38,39
4,5,20,23,24
7,22,27,36,39
8,10,14,15,21
16,24,31,36,39
1,2,16,24,37
3,9,14,31,36
2,10,19,22,34
6,13,31,35,39
12,20,30,32,34
2,6,17,19,36
7,10,11,23,33
2,5,16,24,26
3,5,7,15,38
13,18,19,25,31
2,6,17,28,37
5,9,20,26,35
12,20,23,24,37
9,13,27,33,35
8,20,30,34,38
1,3,19,24,37
13,21,24,31,35
6,12,18,24,28
6,16,20,25,31
2,4,9,15,37
3,8,13,21,22
5,16,17,27,35
14,19,25,35,38
9,17,18,23,34
2,13,27,28,37
3,6,8,10,37
10,16,23,24,30
4,11,16,19,39
7,9,14,34,39
6,9,10,28,35
